Make,Model,Used/New,FuelType,ExteriorColor,DealType,InteriorColor,Mileage,MinMPG,MaxMPG,Price
Lexus,RX 350 Base (A5),Used,Gasoline,Blue,Fair,Beige,90958,17,22,"$11,995"
Honda,Odyssey EX-L,Honda Certified,Gasoline,Pacific Pewter Metallic,Great,Mocha,14494,19,28,"$38,310"
BMW,X5 xDrive40i,Used,Gasoline,Black Sapphire Metallic,Good,Black,18031,20,26,"$56,998"
Acura,ILX Premium & A-SPEC Packages,Used,Gasoline,Platinum White Pearl,Fair,Red,29085,24,34,"$30,885"
Toyota,Highlander Limited w/3rd Row,Used,Gasoline,Black,Fair,Ash,96442,18,24,"$11,995"
BMW,M550 i Xdrive,Used,Gasoline,Black,Great,Black,38336,18,25,"$44,718"
Subaru,Forester,Subaru Certified,Gasoline,Crystal Black Silica,Good,Gray,12679,26,33,"$27,977"
Subaru,Forester,Used,Gasoline,Crystal White Pearl,Great,Gray,10460,26,33,"$23,990"
BMW,M4 Base,Used,Gasoline,White,Great,–,6626,18,25,"$72,735"
Volkswagen,Tiguan 2.0T SE,Volkswagen Certified,Gasoline,Deep Black Pearl Effect,Great,Black,28601,21,29,"$26,496"
Cadillac,XT6 Premium Luxury AWD,Used,Gasoline,Stellar Black Metallic,Good,Dark Auburn,10932,18,25,"$59,998"
Chevrolet,Blazer Premier,Used,Gasoline,Black,Good,Jet Black,11843,19,26,"$48,998"
Honda,CR-V EX-L,Used,Gasoline,–,Good,–,21868,28,34,"$29,875"
Porsche,911 Targa 4,Used,Gasoline,Blue,Great,Black,41198,18,25,"$72,998"
Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,Gasoline,Black,Good,–,35825,23,34,"$33,185"
Mercedes-Benz,E-Class E 400,Used,Gasoline,Steel Gray Metallic,Good,–,102893,20,29,"$20,955"
Audi,A3 2.0T Prestige,Used,Gasoline,Florett Silver Metallic,Fair,Black,64403,24,31,"$31,492"
Jeep,Grand Cherokee Limited,Used,Gasoline,Granite Crystal Clearcoat Metallic,Great,Black,16929,19,26,"$27,575"
Subaru,Outback 2.5i Limited,Used,Gasoline,Crystal White Pearl,Good,Black,47445,25,32,"$29,499"
Mazda,CX-5 Grand Touring,Used,Gasoline,Jet Black Mica,Good,Parchment,37852,25,31,"$27,499"
Porsche,Cayenne S,Used,Gasoline,White,Great,Black,56557,17,24,"$34,999"
BMW,X5 xDrive40i,Used,Gasoline,Alpine White,Great,Black,10422,20,26,"$62,787"
Lexus,RX 350 Base,Used,Gasoline,Starfire Pearl,Good,–,124282,18,24,"$18,699"
Buick,LaCrosse Premium,Used,Gasoline,Pepperdust Metallic,Fair,Light Neutral,33148,21,31,"$28,994"
Cadillac,XT5 Luxury,Used,Gasoline,Stellar Black Metallic,Good,Black,39535,19,27,"$33,029"
BMW,X3 xDrive30i,BMW Certified,Gasoline,Blue Metallic,Good,Canberra Beige,32702,22,29,"$37,962"
Tesla,Model Y Performance,Used,Electric,Pearl White Multi,Good,White / Black,12708,115,106,"$74,799"
INFINITI,QX50 ESSENTIAL,INFINITI Certified,Gasoline,Black Obsidian,Great,Graphite,19527,24,31,"$35,799"
Volvo,XC60 T5 Momentum,Used,Gasoline,Pine Gray Metallic,Fair,Maroon Brown,33921,20,27,"$41,967"
Dodge,Challenger SXT,Used,Gasoline,Indigo Blue,Good,Black,34283,19,30,"$28,619"
Audi,Q5 2.0T Premium,Used,Gasoline,Moonlight Blue Metallic,Good,Atlas Beige / Gray,28251,22,27,"$35,739"
Mazda,Mazda3 FWD w/Preferred Package,Used,Gasoline,Snowflake White Pearl,Great,Black / Navy Blue,11945,26,35,"$27,981"
Kia,Forte FE,Used,Gasoline,Black,Great,Gray,14606,31,41,"$16,999"
Audi,Q5 2.0T Premium,Used,Gasoline,Ibis White,Good,Black,38337,22,27,"$35,480"
Nissan,Murano SL,Nissan Certified,Gasoline,Magnetic Black,Good,Graphite,39336,21,28,"$29,401"
Chevrolet,Corvette Stingray Z51,Used,Gasoline,Yellow,Good,–,13053,17,29,"$49,999"
Lincoln,MKZ Select,Used,Gasoline,White,Great,Cream,43485,21,31,"$22,995"
Volvo,XC60 T5 Momentum,Used,Gasoline,Crystal White,Good,–,31039,20,27,"$38,348"
Honda,CR-V EX-L,Used,Gasoline,Molten Lava Pearl,Good,–,19426,27,33,"$33,997"
BMW,330 i xDrive,Used,Gasoline,Alpine White,Good,Black,39186,25,34,"$40,000"
Tesla,Model Y Long Range,Used,Electric,White,Good,Black,10926,131,117,"$74,900"
Jeep,Grand Cherokee Limited,Used,Gasoline,Billet Silver Metallic Clearcoat,Good,–,33995,19,26,"$34,991"
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Used,Gasoline,Obsidian Black Metallic,Good,–,36343,17,22,"$67,399"
Ford,F-150 Lariat,Used,Gasoline,Agate Black Metallic,Good,Black,16581,19,24,"$66,000"
Volkswagen,Arteon 2.0T SEL Premium R-Line,Used,Gasoline,Manganese Gray Metallic,Fair,Titan Black,46542,20,27,"$32,500"
Honda,Accord LX,Used,Gasoline,Black,Great,Black,65076,27,36,"$17,352"
Dodge,Charger SXT,Used,Gasoline,Pitch Black Clearcoat,Great,Black,32033,19,30,"$32,299"
Mercedes-Benz,AMG C 43 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Black,Good,AMG Cranberry Red,36089,19,27,"$54,335"
Honda,Pilot EX-L,Used,Gasoline,Deep Scarlet Pearl,Great,Beige Leather,38383,19,27,"$34,995"
Acura,RDX Base,Used,Gasoline,Performance Red Pearl,Good,Parchment,21316,21,27,"$36,605"
Acura,RDX Base,Used,Gasoline,Performance Red Pearl,Great,Parchment,18576,21,27,"$37,331"
Audi,Q5 45 Premium,Used,Gasoline,Mythos Black Metallic,Good,Rock Gray,14222,23,28,"$52,308"
Nissan,Rogue SL,Used,Gasoline,Gun Metallic,Great,Charcoal,54163,25,32,"$22,177"
Acura,MDX 3.5L Technology & A-Spec Pkgs,Used,Gasoline,Apex Blue Pearl,Fair,Ebony,21460,19,25,"$46,988"
Volkswagen,Atlas 3.6L SEL Premium,Used,Gasoline,Pure White,Good,Titan Black / Quarzit,34337,16,22,"$47,044"
Volvo,XC90 T6 Momentum,Used,Gasoline,Luminous Sand,Fair,Blond,56044,20,25,"$35,998"
Honda,Civic Sport,Honda Certified,Gasoline,Sonic Gray Pearl,Good,Black,17288,29,35,"$29,628"
INFINITI,QX80 Luxe,Used,Gasoline,Champagne Quartz,Good,Saddle Brown,27017,14,20,"$52,506"
Honda,Pilot Special Edition,Used,Gasoline,Platinum White Pearl,Good,Black,6398,19,26,"$43,704"
Honda,Accord LX,Honda Certified,Gasoline,Champagne Frost Pearl,Fair,Ivory,13112,30,38,"$29,275"
Acura,MDX 3.5L,Used,Gasoline,White,Fair,Beige,99697,18,27,"$23,999"
Audi,Q8 3.0T Premium,Used,Hybrid,Glacier White Metallic,Good,Black,30425,17,22,"$62,995"
Nissan,Maxima 3.5 S,Used,Gasoline,Black,Great,Black,48203,21,30,"$19,989"
Chevrolet,Trax LS,Chevrolet Certified,Gasoline,Silver Ice Metallic,Good,Black,30364,25,33,"$17,488"
Kia,Telluride SX,Used,Gasoline,Dark Moss,Good,Black,33976,20,26,"$46,995"
Chrysler,300 S,Used,Gasoline,Velvet Red Pearlcoat,Great,Black,47004,18,27,"$31,500"
Hyundai,Santa Fe Limited 2.0T,Used,Gasoline,Portofino Gray,Good,Black / Beige,39946,20,27,"$34,744"
Mercedes-Benz,GLB 250 Base,Used,Gasoline,Black,Good,Black,32624,23,30,"$37,220"
Ford,Mustang EcoBoost Premium,Used,Gasoline,White,Great,–,68603,20,28,"$21,000"
Chrysler,Crossfire SRT-6,Used,Gasoline,Black,Good,Charcoal,10062,17,24,"$24,900"
Ford,F-150 XLT,Used,Gasoline,Black,Good,Black,46946,18,23,"$41,922"
Mercedes-Benz,GLA 250 Base,Used,Gasoline,Polar White,Good,–,10732,25,34,"$43,850"
Porsche,Boxster,Used,Gasoline,Midnight Blue Metallic,,Sand Beige,71106,19,27,"$28,950"
FIAT,500L Easy,Used,Gasoline,Nero Puro,Good,Black,65629,25,33,"$9,900"
Honda,Civic LX,Used,Gasoline,Black,Good,Black / Red,47467,30,39,"$15,995"
Honda,Civic LX,Used,Gasoline,White,Good,Black / Ivory,51430,31,40,"$19,981"
Lexus,GX 460 Base,Used,Gasoline,Nebula Gray Pearl,Good,Red,30421,15,19,"$49,000"
BMW,X3 M40i,Used,Gasoline,Carbon Black Metallic,Good,Mocha,19572,20,27,"$47,500"
Porsche,Macan S,Porsche Certified,Gasoline,White,Good,Black,38729,18,23,"$63,367"
Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,Gasoline,Midnight Black,Great,–,31676,24,37,"$29,991"
BMW,X5 xDrive40i,Used,Gasoline,Jet Black,Fair,Black,31750,20,26,"$58,591"
Mercedes-Benz,CLA 250 Base,Used,Gasoline,Jupiter Red,Good,–,25943,24,37,"$31,497"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Gray,Great,Black,49312,18,22,"$37,963"
BMW,X5 xDrive40i,Used,Gasoline,Black Sapphire Metallic,Good,Ivory White,35662,20,26,"$53,058"
Nissan,Rogue SV,Used,Gasoline,Pearl White,Good,Almond,73347,25,32,"$18,485"
Nissan,Rogue SV,Used,Gasoline,Magnetic Black,Good,Charcoal,99498,25,32,"$15,969"
Honda,Pilot Elite,Used,Gasoline,Obsidian Blue Pearl,Good,Gray,59498,19,26,"$34,955"
Nissan,Rogue SV,Used,Gasoline,Midnight Jade,Good,Charcoal,43121,26,33,"$19,900"
BMW,428 i xDrive,Used,Gasoline,Gray,,Black,68535,22,33,"$13,899"
Lexus,RX 350 Base,Used,Gasoline,Crystal White,Great,Tan,114708,17,22,"$11,495"
BMW,X7 xDrive50i,Used,Gasoline,Black Sapphire Metallic,Good,Cognac,46661,15,21,"$69,888"
Toyota,Camry XSE,Toyota Certified,Gasoline,Midnight Black Metallic,Good,Black,15341,28,39,"$30,959"
Audi,A4 2.0T Premium,Used,Gasoline,Ibis White,Good,Black,20910,23,34,"$31,995"
Toyota,Camry XSE,Used,Gasoline,Black,Great,Red,22207,28,39,"$29,900"
BMW,X5 xDrive35i,Used,Gasoline,Black,Great,Mocha,45922,18,24,"$31,950"
Hyundai,Santa Fe SEL 2.4,Used,Gasoline,Twilight Black,Good,Espresso,13519,21,27,"$31,997"
Kia,Telluride SX,Kia Certified,Gasoline,Black,Good,–,25593,19,24,"$51,980"
Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Graphite,Good,Magma Grey,44271,21,28,"$39,790"
Subaru,Forester,Used,Gasoline,Crystal Black Silica,Good,Gray,33711,26,33,"$26,998"
Toyota,4Runner Limited,Used,Gasoline,Gray,Good,Redwood,53249,17,21,"$35,977"
BMW,X5 xDrive40i,Used,Gasoline,Carbon Black Metallic,Fair,Ivory White,30523,20,26,"$63,940"
Toyota,4Runner Limited,Used,Gasoline,Midnight Black Metallic,Good,Sand Beige,38530,17,20,"$40,899"
Mazda,CX-5 Grand Touring,Used,Gasoline,Jet Black Mica,Good,Black,18410,25,31,"$30,299"
GMC,Yukon Denali,Used,Gasoline,Onyx Black,Fair,–,33316,14,19,"$82,995"
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Mercedes-Benz Certified,Gasoline,White,Good,Black,36323,17,22,"$61,988"
Tesla,Model Y Long Range,Used,Electric,Black,Good,–,10729,127,114,"$73,990"
Ford,F-150 XL,Used,E85 Flex Fuel,Shadow Black,Good,Dark Earth Gray,51960,18,23,"$34,999"
Mazda,CX-9 Carbon Edition,Used,Gasoline,Polymetal Gray Metallic,Good,Red,11309,20,26,"$41,990"
Tesla,Model Y Long Range,Used,Electric,Midnight Silver Metallic,Good,Black,13919,131,117,"$72,650"
Toyota,4Runner Limited,Toyota Certified,Gasoline,Midnight Black Metallic,Great,Black,34593,16,19,"$44,864"
Chevrolet,Equinox Premier,Used,Gasoline,Iridescent Pearl Tricoat,Good,Jet Black,50127,21,31,"$22,999"
Lexus,RX 350 350,Used,Gasoline,Eminent White Pearl,Fair,Parchment,73966,20,27,"$35,615"
BMW,X7 xDrive40i,Used,Gasoline,Arctic Gray Metallic,Great,Tartufo,14004,20,25,"$71,819"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,39412,18,25,"$39,439"
Ford,Edge Sport,Ford Certified,Gasoline,Star White Metallic Tri-Coat,Good,Ebony,25055,19,26,"$42,989"
Lincoln,Aviator Reserve AWD,Used,Gasoline,Pristine White,Great,–,37414,17,24,"$58,998"
Subaru,Crosstrek 2.0i Premium,Used,Gasoline,Quartz Blue Pearl,Good,Ivory,94374,26,34,"$19,687"
Subaru,Crosstrek 2.0i Limited,Used,Gasoline,Sunshine Orange,Good,Black,45209,27,33,"$28,952"
Subaru,Crosstrek 2.0i Premium,Subaru Certified,Gasoline,Quartz Blue Pearl,Good,Gray,39537,23,29,"$26,952"
Audi,Q5 45 Prestige,Used,Gasoline,Mythos Black Metallic,Good,Black,10843,22,28,"$49,998"
Tesla,Model Y Long Range,Used,Electric,Pearl White Multi,Good,Black,14347,131,117,"$75,209"
Volvo,V90 Cross Country T5,Used,Gasoline,Onyx Black Metallic,Fair,Charcoal,37837,23,31,"$50,962"
Honda,Accord EX-L,Used,Gasoline,Alabaster Silver Metallic,Good,Gray,73467,21,34,"$20,800"
Toyota,4Runner Limited,Used,Gasoline,Blizzard Pearl,Good,Redwood,37001,16,19,"$48,000"
Audi,Q5 2.0T Premium,Used,Gasoline,Navarra Blue Metallic,Great,Rock Gray / Granite Gray,43496,22,27,"$33,189"
Nissan,Murano SL,Used,Gasoline,Graphite Blue,Great,Beige,65881,18,23,"$12,998"
Toyota,4Runner Nightshade,Used,Gasoline,Midnight Black Metallic,Good,Black / Graphite,19814,16,19,"$55,900"
Dodge,Challenger SXT,Used,Gasoline,White Knuckle Clearcoat,Good,Black,19501,19,30,"$27,000"
Audi,Q8 3.0T Premium,Used,Gasoline,Carrara White,Good,Black,32731,17,22,"$72,991"
Kia,Telluride SX,Used,Gasoline,Ebony Black,Good,Gray,24793,20,26,"$51,273"
Hyundai,Elantra SEL,Used,Gasoline,Electric Blue,Great,Gray,51503,28,37,"$15,500"
Mercedes-Benz,GLC 300 Base 4MATIC,Used,Gasoline,Black,Fair,Black,10769,21,28,"$51,998"
Kia,Telluride SX,Used,Gasoline,Dark Moss,Good,Gray,36411,20,26,"$50,995"
Porsche,Cayenne Base,Used,Gasoline,Mahogany Metallic,Fair,Saddle Brown,41125,18,24,"$49,965"
Lincoln,MKZ Standard,Used,Gasoline,White Platinum,Fair,Cappuccino,13575,20,31,"$33,691"
Honda,HR-V LX,Used,Gasoline,Gray,Great,Black,42436,27,31,"$17,997"
Subaru,Forester 2.5i Limited,Subaru Certified,Gasoline,Dark Gray Metallic,Good,Gray,51492,26,32,"$26,999"
Ford,Edge ST,Used,Gasoline,Ford Performance Blue Metallic,Good,Ebony,22492,19,26,"$43,596"
Hyundai,Palisade Limited,Used,Gasoline,Moonlight Cloud,Good,Black,49541,19,26,"$45,500"
Nissan,Rogue SL,Used,Gasoline,Magnetic Black Pearl,Good,Charcoal,23320,26,33,"$33,277"
Buick,Encore Preferred,Used,Gasoline,Ebony Twilight Metallic,Great,Ebony,30406,25,30,"$21,989"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Black,43807,18,25,"$33,663"
Toyota,RAV4 Hybrid XLE,Toyota Certified,Hybrid,Super White,Great,Nutmeg,41944,34,30,"$30,999"
Cadillac,XT4 Sport,Used,Gasoline,Black,Good,Black,49386,22,29,"$35,998"
Chevrolet,Tahoe LTZ,Used,Gasoline,Tungsten Metallic,Fair,Jet Black,115795,16,22,"$35,473"
Kia,Soul +,Used,Gasoline,Green,Great,Black,47786,23,28,"$9,999"
Chevrolet,Silverado 1500 LTZ,Used,Gasoline,Black,Great,Jet Black,88023,16,22,"$26,900"
Honda,Civic LX,Used,Gasoline,Black,Great,Black,43374,31,40,"$15,995"
Acura,TLX Tech,Used,Gasoline,Gray,Great,–,136510,24,35,"$14,999"
Acura,RDX Advance Package,Acura Certified,Gasoline,Modern Steel Metallic,Good,Ebony,11309,21,27,"$50,767"
Honda,CR-V Hybrid Touring,Used,Hybrid,Lunar Silver Metallic,Fair,–,36896,40,35,"$38,999"
Tesla,Model 3 Standard Range Plus,Used,Electric,Gray,Great,Black,16172,140,124,"$49,996"
Toyota,Highlander Limited Platinum,Used,Gasoline,Midnight Black Metallic,Good,Black,52649,19,25,"$32,979"
Chevrolet,Equinox 1LT,Used,Gasoline,Mosaic Black Metallic,Good,Jet Black,19220,25,30,"$27,995"
INFINITI,QX30 Premium,Used,Gasoline,Ink Blue,Good,Graphite,49175,21,0,"$29,995"
Ford,F-150 XLT,Ford Certified,Gasoline,Magnetic,Great,Medium Earth Gray,33358,18,23,"$37,500"
Hyundai,Elantra SE,Used,Gasoline,Silver,Great,Gray,30767,29,38,"$13,950"
Mercedes-Benz,E-Class E 350,Used,Gasoline Fuel,Gray,Good,White,66380,21,31,"$21,500"
Mercedes-Benz,GLS 450 GLS 450,Used,Gasoline,Black,Good,Black,45377,16,22,"$51,909"
Land,Rover Range Rover Evoque SE,Used,Gasoline,Fuji White,Good,Ebony,17711,20,27,"$47,500"
Honda,Civic Sport,Used,Gasoline,Silver,Good,Black,51465,29,37,"$24,998"
Acura,MDX Base,Used,Gasoline,Carbon Metallic,Good,Orchid,17912,19,26,"$48,998"
Acura,TLX A-Spec,Acura Certified,Gasoline,White,Fair,Graystone,39396,23,32,"$37,988"
Toyota,Highlander Hybrid Limited,Used,Hybrid,Ruby Flare Pearl,Good,Beige,17785,35,34,"$48,916"
Nissan,Rogue Sport S,Used,Gasoline,Gun Metallic,Good,Charcoal,19333,25,32,"$22,790"
Lexus,ES 300 Base (A5),Used,Gasoline,Silver,Great,–,77648,21,29,"$3,999"
Buick,Enclave 2XL,Used,Gasoline,UNSPECIFIED,Great,–,100000,17,24,"$6,999"
RAM,1500 Big Horn,Used,Gasoline,Diamond Black,Good,Light Mountain Brown,20222,19,24,"$49,997"
Tesla,Model 3 Performance,Used,–,Deep Blue Metallic,Good,White / Black,11733,118,107,"$64,900"
Lincoln,Aviator Black Label AWD,Used,Gasoline,Infinite Black Metallic,Good,Mahogany Red,14751,17,24,"$70,988"
BMW,328 i xDrive,Used,Gasoline,Black,Fair,Black,50757,22,33,"$22,495"
Chevrolet,Tahoe LT,Used,Gasoline,White,Great,Black,49441,15,21,"$42,900"
Toyota,Highlander SE,Used,Gasoline,Silver,Good,Black,106506,17,22,"$19,750"
Mazda,CX-5 Grand Touring,Used,Gasoline Fuel,Black,Great,Black,12848,24,30,"$34,590"
Mercedes-Benz,GLS 450 Base 4MATIC,Used,Gasoline,Black,Good,Porcelain / Black,63263,16,22,"$48,995"
Kia,Sorento LX,Used,Gasoline,Sparkling Silver,Good,Black,50250,19,26,"$23,972"
Land,Rover Range Rover Sport Supercharged HSE,Used,Gasoline,Santorini Black,Good,Ebony / Lunar / Cirrus,83664,17,23,"$29,995"
Lincoln,MKZ Base,Used,Gasoline Fuel,White,Fair,Beige,90848,22,33,"$17,900"
Jeep,Grand Cherokee Limited,Used,Gasoline,Granite Crystal Clearcoat Metallic,Great,Black,35422,19,26,"$31,000"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Light Frost,31555,18,25,"$34,389"
Jeep,Cherokee Latitude Plus,Used,Gasoline,Billet Silver Metallic Clearcoat,Good,Black,17666,21,29,"$28,498"
Mercedes-Benz,GLA 250 Base,Mercedes-Benz Certified,Gasoline,Midnight Black,Good,–,30048,24,34,"$31,995"
Toyota,Tacoma SR5,Used,Gasoline,Cement,Good,Black / Red,30600,20,23,"$34,245"
Acura,ILX w/AcuraWatch Plus,Used,Gasoline,White,,Ebony,54640,25,35,"$6,950"
Toyota,Prius Three,Used,Hybrid,Silver,Fair,–,107171,51,48,"$16,654"
Subaru,Impreza 2.0i Premium,Used,Gasoline,Crimson Red Pearl,Good,Ivory,28956,28,36,"$22,894"
BMW,330 i xDrive,BMW Certified,Gasoline,Jet Black,Good,Black,17072,25,34,"$39,816"
Genesis,G80 3.8,Used,Gasoline,Victoria Black,Good,Gray,17875,18,24,"$36,999"
Lexus,GX 460 460,Used,Gasoline,Black,Great,Ecru,80588,15,20,"$23,995"
Toyota,Camry XSE,Toyota Certified,Gasoline,Blue Streak / Midnight Black Metallic,Good,Black,16821,28,39,"$31,491"
Dodge,Charger R/T Scat Pack,Used,Gasoline,Red,Good,Black,13243,15,25,"$39,950"
Mercedes-Benz,E-Class E 300 4MATIC,Used,Gasoline,White,Great,Beige,13990,22,29,"$33,016"
Acura,TLX V6,Used,Gasoline,Gray,,Ebony,52756,20,31,"$27,990"
BMW,M550 i xDrive,BMW Certified,Gasoline,Bluestone Metallic,Great,Ivory White,34129,18,25,"$55,988"
Kia,Telluride SX,Used,Gasoline,Red,Good,–,13308,19,24,"$57,861"
Acura,TLX V6 Advance,Used,Gasoline,Bellanova White Pearl,Good,Gray,56352,21,31,"$23,437"
Honda,CR-V EX-L,Used,Gasoline,Gray,Good,Gray,37744,27,33,"$31,336"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Black Sapphire Metallic,Good,Amarone,33394,20,26,"$53,795"
Dodge,Durango GT,Used,Gasoline,Granite Clearcoat,Good,Black,33014,18,25,"$45,899"
Acura,MDX 3.5L,Used,Gasoline,Black,Good,–,12369,20,27,"$40,995"
Jeep,Grand Cherokee Limited,Used,Gasoline,Brilliant Black Crystal Pearlcoat,,Dark Slate Gray,181419,16,21,"$6,990"
BMW,740 i,BMW Certified,Gasoline,Alpine White,Good,Cognac,31649,22,29,"$65,988"
Audi,Q8 55 Premium,Used,Gasoline,Navarra Blue Metallic,Good,Black,31640,18,23,"$76,988"
BMW,X3 xDrive30i,BMW Certified,Gasoline,White,Good,Black,34318,22,29,"$35,998"
Mazda,CX-5 Grand Touring,Used,Gasoline,Jet Black Mica,Good,Black,31846,25,31,"$27,500"
Toyota,Corolla SE,Used,Gasoline,Black Sand Pearl,Good,Black,42282,31,40,"$25,995"
Tesla,Model S 75D,Used,Electric,Black,Good,Black,47069,102,105,"$60,000"
Subaru,XV Crosstrek 2.0i Premium,Used,Gasoline,Ice Silver Metallic,Great,Black,29501,23,30,"$14,900"
Toyota,4Runner Limited,Toyota Certified,Gasoline,Blizzard Pearl,Great,Redwood,37805,17,20,"$39,587"
BMW,X5 xDrive40i,Used,Gasoline,Carbon Black Metallic,Fair,Black,29180,20,26,"$53,989"
BMW,X3 xDrive30i,Used,Gasoline,Gray,Good,Black,33379,24,29,"$40,998"
BMW,X3 xDrive28i,Used,Gasoline,Jet Black,Fair,Mocha,36219,21,28,"$32,199"
Kia,Sorento SX,Used,Gasoline,Titanium Silver,Good,Gray,85417,17,23,"$25,999"
Land,Rover Discovery HSE,Used,Gasoline,Loire Blue,Good,Acorn / Ebony / Light Oyster,30633,16,21,"$56,343"
BMW,X3 xDrive30i,Used,Gasoline,Alpine White,Good,Black,49340,22,29,"$33,962"
BMW,X3 sDrive30i,BMW Certified,Gasoline,Jet Black,Good,Black,30471,25,29,"$42,962"
Mercedes-Benz,GLC 300 Base,Used,Gasoline,Black,Great,Black,19367,22,29,"$42,888"
Nissan,Rogue SL,Nissan Certified,Gasoline,Magnetic Black,Good,Charcoal,39569,26,33,"$32,989"
Mercedes-Benz,GLE 350,Used,Gasoline,Black,Fair,Black,17601,19,26,"$64,980"
BMW,750 i xDrive,Used,Gasoline,Alpine White,Good,Black,34376,17,25,"$78,790"
Honda,Pilot Special Edition,Used,Gasoline,Modern Steel Metallic,Good,Black,16676,20,27,"$41,991"
Lexus,GS 350 F Sport,Used,Gasoline,Liquid Platinum,Great,Red,37332,19,27,"$39,988"
Toyota,Highlander Limited,Used,Gasoline,Blizzard Pearl,Good,Black,21732,21,29,"$48,995"
Subaru,Outback 2.5i Limited,Used,Gasoline,Magnetite Gray Metallic,Good,Black,82274,25,32,"$26,947"
Land,Rover Range Rover SV Autobiography Dynamic,Used,Gasoline,SVO White,,Ebony / Cirrus,37601,14,19,"$140,000"
Toyota,Highlander Limited,Used,Gasoline,Black,Great,–,38108,21,27,"$35,991"
INFINITI,QX60 Luxe,Used,Gasoline,Black Obsidian,Good,Wheat,36599,20,27,"$34,989"
GMC,Yukon Denali,Used,Gasoline,Onyx Black,Fair,Jet Black,31499,15,20,"$78,749"
Honda,Passport EX-L,Used,Gasoline,WHITE PEARL,Good,Black,13134,19,24,"$38,998"
Toyota,RAV4 Limited,Used,Gasoline,Galactic Aqua,Good,Black,45263,22,28,"$33,675"
Mazda,Mazda3 i SV,Used,Gasoline,Meteor Gray Mica,Good,Black,54552,30,41,"$12,987"
Kia,Stinger GT2,Used,Gasoline,Snow White Pearl,Good,Black,18951,17,25,"$47,000"
Acura,TLX A-Spec,Used,Gasoline,Majestic Black Pearl,Good,Red,15347,20,29,"$38,749"
Audi,A6 55 Premium Plus,Used,Gasoline,Firmament Blue Metallic,Great,Black,16076,23,31,"$50,591"
Tesla,Model Y Performance,Used,Electric,Gray,Good,White / Black,10395,115,106,"$74,000"
Honda,CR-V EX-L,Used,Gasoline,Gunmetal Metallic,Good,Gray,38276,27,33,"$35,573"
BMW,X5 xDrive40i,Used,Gasoline,Jet Black,Fair,Black,41603,20,26,"$52,767"
Ford,Mustang GT,Used,Gasoline,White,,Black,13901,15,24,"$62,977"
BMW,540 i xDrive,BMW Certified,Gasoline,Imperial Blue Metallic,Good,Canberra Beige,39356,21,29,"$45,877"
Tesla,Model 3 Performance,Used,Electric,Pearl White Multi,Great,Black,42427,120,112,"$57,775"
Ford,Fusion Hybrid Titanium,Used,Hybrid,Magnetic Metallic,Fair,–,31923,43,41,"$29,590"
Acura,MDX 3.5L Technology & A-Spec Pkgs,Acura Certified,Gasoline,Performance Red Pearl,Great,Ebony,8955,19,25,"$46,890"
Dodge,Durango GT,Used,Gasoline,White Knuckle Clearcoat,Good,Black,61762,18,25,"$33,995"
Toyota,4Runner Limited,Used,Gasoline,Blue,Good,Redwood,49368,17,21,"$35,910"
INFINITI,QX80 Luxe,Used,Gasoline,Liquid Platinum,Great,Graphite / Stone,45203,14,20,"$46,733"
BMW,X5 xDrive40i,Used,Gasoline,Carbon Black Metallic,Fair,Black,42055,20,26,"$55,488"
Subaru,Ascent Touring 7-Passenger,Used,Gasoline,Crystal Black Silica,Good,Java Brown,36936,20,26,"$42,999"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Obsidian Black Metallic,Great,Black,37746,24,33,"$29,809"
Tesla,Model Y Long Range,Used,Electric,White,Great,Black,11382,127,114,"$69,000"
Honda,Pilot EX-L,Used,Gasoline,Crystal Black Pearl,Good,Black,46832,19,27,"$34,447"
Jeep,Wrangler Unlimited Sahara,Used,Gasoline,Bright White Clearcoat,Great,Black,31145,17,23,"$42,980"
Subaru,Forester 2.5i Touring,Used,Gasoline,Crystal White Pearl,Great,Gray,22828,24,32,"$26,405"
Jeep,Wrangler Unlimited Sport,Used,Gasoline,Black Clearcoat,Great,Black,89500,16,21,"$26,996"
Lexus,RX 350 Base,Used,Gasoline,Caviar,Good,Parchment,17610,20,27,"$50,430"
Chevrolet,Equinox Premier w/1LZ,Chevrolet Certified,Gasoline,Mosaic Black Metallic,Good,Jet Black,39996,25,30,"$28,572"
Volkswagen,Jetta 1.4T S,Used,Gasoline,Habanero Orange Metallic,Good,Storm Gray,50492,30,40,"$19,982"
Land,Rover Range Rover Evoque SE,Used,Gasoline,Eiger Grey,Great,Ebony / Ebony,21151,20,27,"$42,080"
